	SK_ID_CURR	TARGET	NAME_CONTRACT_TYPE	CODE_GENDER	FLAG_OWN_CAR	FLAG_OWN_REALTY	CNT_CHILDREN	AMT_INCOME_TOTAL	AMT_CREDIT	AMT_ANNUITY	AMT_GOODS_PRICE	NAME_TYPE_SUITE	NAME_INCOME_TYPE	NAME_EDUCATION_TYPE	NAME_FAMILY_STATUS	NAME_HOUSING_TYPE	REGION_POPULATION_RELATIVE	DAYS_BIRTH	DAYS_EMPLOYED	DAYS_REGISTRATION	DAYS_ID_PUBLISH	OWN_CAR_AGE	FLAG_MOBIL	FLAG_EMP_PHONE	FLAG_WORK_PHONE	FLAG_CONT_MOBILE	FLAG_PHONE	FLAG_EMAIL	OCCUPATION_TYPE	CNT_FAM_MEMBERS	REGION_RATING_CLIENT	REGION_RATING_CLIENT_W_CITY	WEEKDAY_APPR_PROCESS_START	HOUR_APPR_PROCESS_START	REG_REGION_NOT_LIVE_REGION	REG_REGION_NOT_WORK_REGION	LIVE_REGION_NOT_WORK_REGION	REG_CITY_NOT_LIVE_CITY	REG_CITY_NOT_WORK_CITY	LIVE_CITY_NOT_WORK_CITY	ORGANIZATION_TYPE	EXT_SOURCE_1	EXT_SOURCE_2	EXT_SOURCE_3	APARTMENTS_AVG	BASEMENTAREA_AVG	YEARS_BEGINEXPLUATATION_AVG	YEARS_BUILD_AVG	COMMONAREA_AVG	ELEVATORS_AVG	ENTRANCES_AVG	FLOORSMAX_AVG	FLOORSMIN_AVG	LANDAREA_AVG	LIVINGAPARTMENTS_AVG	LIVINGAREA_AVG	NONLIVINGAPARTMENTS_AVG	NONLIVINGAREA_AVG	APARTMENTS_MODE	BASEMENTAREA_MODE	YEARS_BEGINEXPLUATATION_MODE	YEARS_BUILD_MODE	COMMONAREA_MODE	ELEVATORS_MODE	ENTRANCES_MODE	FLOORSMAX_MODE	FLOORSMIN_MODE	LANDAREA_MODE	LIVINGAPARTMENTS_MODE	LIVINGAREA_MODE	NONLIVINGAPARTMENTS_MODE	NONLIVINGAREA_MODE	APARTMENTS_MEDI	BASEMENTAREA_MEDI	YEARS_BEGINEXPLUATATION_MEDI	YEARS_BUILD_MEDI	COMMONAREA_MEDI	ELEVATORS_MEDI	ENTRANCES_MEDI	FLOORSMAX_MEDI	FLOORSMIN_MEDI	LANDAREA_MEDI	LIVINGAPARTMENTS_MEDI	LIVINGAREA_MEDI	NONLIVINGAPARTMENTS_MEDI	NONLIVINGAREA_MEDI	FONDKAPREMONT_MODE	HOUSETYPE_MODE	TOTALAREA_MODE	WALLSMATERIAL_MODE	EMERGENCYSTATE_MODE	OBS_30_CNT_SOCIAL_CIRCLE	DEF_30_CNT_SOCIAL_CIRCLE	OBS_60_CNT_SOCIAL_CIRCLE	DEF_60_CNT_SOCIAL_CIRCLE	DAYS_LAST_PHONE_CHANGE	FLAG_DOCUMENT_2	FLAG_DOCUMENT_3	FLAG_DOCUMENT_4	FLAG_DOCUMENT_5	FLAG_DOCUMENT_6	FLAG_DOCUMENT_7	FLAG_DOCUMENT_8	FLAG_DOCUMENT_9	FLAG_DOCUMENT_10	FLAG_DOCUMENT_11	FLAG_DOCUMENT_12	FLAG_DOCUMENT_13	FLAG_DOCUMENT_14	FLAG_DOCUMENT_15	FLAG_DOCUMENT_16	FLAG_DOCUMENT_17	FLAG_DOCUMENT_18	FLAG_DOCUMENT_19	FLAG_DOCUMENT_20	FLAG_DOCUMENT_21	AMT_REQ_CREDIT_BUREAU_HOUR	AMT_REQ_CREDIT_BUREAU_DAY	AMT_REQ_CREDIT_BUREAU_WEEK	AMT_REQ_CREDIT_BUREAU_MON	AMT_REQ_CREDIT_BUREAU_QRT	AMT_REQ_CREDIT_BUREAU_YEAR
10	100014	0	Cash loans	F	N	Y	1	112500.0	652500.0	21177.0	652500.0	Unaccompanied	Working	Higher education	Married	House / apartment	0.0228	-10197	-679	-4427.0	-738		1	1	0	1	0	0	Core staff	3.0	2	2	SATURDAY	15	0	0	0	0	0	0	Medicine	0.3197601716755032	0.6518623334244781	0.363945238612397																																																0.0	0.0	0.0	0.0	-844.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0
11	100015	0	Cash loans	F	N	Y	0	38419.155	148365.0	10678.5	135000.0	Children	Pensioner	Secondary / secondary special	Married	House / apartment	0.015221	-20417	365243	-5246.0	-2512		1	0	0	1	1	0		2.0	2	2	FRIDAY	7	0	0	0	0	0	0	XNA	0.7220444501416448	0.5551831615131809	0.6528965519806539																																																0.0	0.0	0.0	0.0	-2396.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
12	100016	0	Cash loans	F	N	Y	0	67500.0	80865.0	5881.5	67500.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.031329	-13439	-2717	-311.0	-3227		1	1	1	1	1	0	Laborers	2.0	2	2	FRIDAY	10	0	0	0	0	0	0	Business Entity Type 2	0.4648311169632833	0.7150418188660659	0.1766525794312139	0.0825		0.9811			0.0	0.2069	0.1667		0.0135		0.0778		0.0	0.084		0.9811			0.0	0.2069	0.1667		0.0138		0.081		0.0	0.0833		0.9811			0.0	0.2069	0.1667		0.0137		0.0792		0.0	reg oper account	block of flats	0.0612		No	0.0	0.0	0.0	0.0	-2370.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0
13	100017	0	Cash loans	M	Y	N	1	225000.0	918468.0	28966.5	697500.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.016612	-14086	-3028	-643.0	-4911	23.0	1	1	0	1	0	0	Drivers	3.0	2	2	THURSDAY	13	0	0	0	0	0	0	Self-employed		0.5669066132460429	0.7700870700124128	0.1474	0.0973	0.9806	0.7348	0.0582	0.16	0.1379	0.3333	0.375	0.0931	0.1202	0.1397	0.0	0.0	0.1502	0.101	0.9806	0.7452	0.0587	0.1611	0.1379	0.3333	0.375	0.0952	0.1313	0.1456	0.0	0.0	0.1489	0.0973	0.9806	0.7383	0.0585	0.16	0.1379	0.3333	0.375	0.0947	0.1223	0.1422	0.0	0.0	reg oper account	block of flats	0.1417	Panel	No	0.0	0.0	0.0	0.0	-4.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
14	100018	0	Cash loans	F	N	Y	0	189000.0	773680.5	32778.0	679500.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.010006	-14583	-203	-615.0	-2056		1	1	0	1	0	0	Laborers	2.0	2	1	MONDAY	9	0	0	0	0	0	0	Transport: type 2	0.7219397686622343	0.6426562048311103		0.3495	0.1335	0.9985	0.9796	0.1143	0.4	0.1724	0.6667	0.7083	0.1758	0.2849	0.3774	0.0193	0.1001	0.3561	0.1386	0.9985	0.9804	0.1153	0.4028	0.1724	0.6667	0.7083	0.1798	0.3113	0.3932	0.0195	0.106	0.3529	0.1335	0.9985	0.9799	0.115	0.4	0.1724	0.6667	0.7083	0.1789	0.2899	0.3842	0.0194	0.1022	reg oper account	block of flats	0.3811	Panel	No	0.0	0.0	0.0	0.0	-188.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
15	100019	0	Cash loans	M	Y	Y	0	157500.0	299772.0	20160.0	247500.0	Family	Working	Secondary / secondary special	Single / not married	Rented apartment	0.020713	-8728	-1157	-3494.0	-1368	17.0	1	1	0	1	0	0	Laborers	1.0	3	3	SATURDAY	6	0	0	0	1	1	0	Business Entity Type 2	0.1156343372622997	0.34663398139668	0.6785676886853644																																																0.0	0.0	0.0	0.0	-925.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
16	100020	0	Cash loans	M	N	N	0	108000.0	509602.5	26149.5	387000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.018634	-12931	-1317	-6392.0	-3866		1	1	0	1	0	0	Drivers	2.0	2	2	THURSDAY	12	0	0	0	1	1	0	Government		0.2363778398884225	0.0621030378372968																																																0.0	0.0	0.0	0.0	-3.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0
17	100021	0	Revolving loans	F	N	Y	1	81000.0	270000.0	13500.0	270000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.010966	-9776	-191	-4143.0	-2427		1	1	0	1	0	0	Laborers	3.0	2	2	MONDAY	10	0	0	0	1	1	0	Construction		0.6835133461914255																																																	4.0	0.0	4.0	0.0	-2811.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
18	100022	0	Revolving loans	F	N	Y	0	112500.0	157500.0	7875.0	157500.0	Other_A	Working	Secondary / secondary special	Widow	House / apartment	0.04622	-17718	-7804	-8751.0	-1259		1	1	0	1	1	0	Laborers	1.0	1	1	FRIDAY	13	0	0	0	0	0	0	Housing		0.7064284028871654	0.5567274263630174	0.0278	0.0617	0.9881	0.8368	0.0018	0.0	0.1034	0.0833	0.125	0.0279	0.0227	0.029	0.0	0.0	0.0284	0.064	0.9881	0.8432	0.0018	0.0	0.1034	0.0833	0.125	0.0286	0.0248	0.0302	0.0	0.0	0.0281	0.0617	0.9881	0.8390000000000001	0.0018	0.0	0.1034	0.0833	0.125	0.0284	0.0231	0.0295	0.0	0.0	reg oper account	block of flats	0.0238	Stone, brick	No	8.0	0.0	8.0	0.0	-239.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
19	100023	0	Cash loans	F	N	Y	1	90000.0	544491.0	17563.5	454500.0	Unaccompanied	State servant	Higher education	Single / not married	House / apartment	0.015221	-11348	-2038	-1021.0	-3964		1	1	1	1	1	0	Core staff	2.0	2	2	MONDAY	12	0	0	0	0	0	0	Kindergarten		0.5866171400119664	0.4776491548517548																																																0.0	0.0	0.0	0.0	-1850.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
20	100024	0	Revolving loans	M	Y	Y	0	135000.0	427500.0	21375.0	427500.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.015221	-18252	-4286	-298.0	-1800	7.0	1	1	0	1	0	0	Laborers	2.0	2	2	FRIDAY	13	0	0	0	0	0	0	Self-employed	0.5656548824667073	0.113374512719927		0.0722	0.0801	0.9781	0.7008		0.0	0.1379	0.1667	0.0417	0.0534	0.0588	0.0619	0.0	0.0	0.0735	0.0831	0.9782	0.7125		0.0	0.1379	0.1667	0.0417	0.0546	0.0643	0.0645	0.0	0.0	0.0729	0.0801	0.9781	0.7048		0.0	0.1379	0.1667	0.0417	0.0543	0.0599	0.063	0.0	0.0	reg oper account	block of flats	0.053	Stone, brick	No	0.0	0.0	0.0	0.0	-296.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
21	100025	0	Cash loans	F	Y	Y	1	202500.0	1132573.5	37561.5	927000.0	Unaccompanied	Commercial associate	Secondary / secondary special	Married	House / apartment	0.025164	-14815	-1652	-2299.0	-2299	14.0	1	1	0	1	0	0	Sales staff	3.0	2	2	MONDAY	9	0	0	0	0	0	0	Trade: type 7	0.4377090198475417	0.2337669575081463	0.5424451438613613																																																0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	4.0
22	100026	0	Cash loans	F	N	N	1	450000.0	497520.0	32521.5	450000.0	Unaccompanied	Working	Secondary / secondary special	Married	Rented apartment	0.020713	-11146	-4306	-114.0	-2518		1	1	0	1	0	0	Sales staff	3.0	3	2	THURSDAY	6	0	0	0	0	0	0	Self-employed		0.457142971588935	0.3589512285783967	0.0907	0.0795	0.9786	0.7076	0.012	0.0	0.2069	0.1667	0.2083	0.0898	0.0723	0.0873	0.0077	0.0044	0.0924	0.0825	0.9786	0.7190000000000001	0.0121	0.0	0.2069	0.1667	0.2083	0.0918	0.079	0.091	0.0078	0.0047	0.0916	0.0795	0.9786	0.7115	0.012	0.0	0.2069	0.1667	0.2083	0.0913	0.0735	0.0889	0.0078	0.0045	reg oper account	block of flats	0.0696	Panel	No	0.0	0.0	0.0	0.0	-468.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	5.0
23	100027	0	Cash loans	F	N	Y	0	83250.0	239850.0	23850.0	225000.0	Unaccompanied	Pensioner	Secondary / secondary special	Married	House / apartment	0.006296	-24827	365243	-9012.0	-3684		1	0	0	1	1	0		2.0	3	3	FRIDAY	12	0	0	0	0	0	0	XNA		0.6243047373592765	0.6690566947824041	0.1443	0.0848	0.9876	0.83	0.1064	0.14	0.1207	0.375	0.4167	0.2371	0.1173	0.1484	0.0019	0.0007	0.1261	0.0754	0.9876	0.8367	0.0	0.1208	0.1034	0.375	0.4167	0.2425	0.1102	0.0923	0.0	0.0	0.1457	0.0848	0.9876	0.8323	0.1071	0.14	0.1207	0.375	0.4167	0.2412	0.1193	0.151	0.0019	0.0007	org spec account	block of flats	0.1639999999999999	Mixed	No	0.0	0.0	0.0	0.0	-795.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	3.0
24	100029	0	Cash loans	M	Y	N	2	135000.0	247500.0	12703.5	247500.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.026392	-11286	-746	-108.0	-3729	7.0	1	1	0	1	0	0	Drivers	4.0	2	2	THURSDAY	14	0	0	0	0	1	1	Business Entity Type 3		0.7861793090532118	0.5656079814115492	0.1433	0.1455	0.9861	0.8096	0.0212	0.0	0.3103	0.1667	0.2083	0.0861	0.1168	0.1217	0.0	0.0043	0.146	0.1509	0.9861	0.8171	0.0214	0.0	0.3103	0.1667	0.2083	0.0881	0.1276	0.1268	0.0	0.0045	0.1447	0.1455	0.9861	0.8121	0.0214	0.0	0.3103	0.1667	0.2083	0.0876	0.1189	0.1239	0.0	0.0044	reg oper account	block of flats	0.0967	Panel	No	1.0	1.0	1.0	0.0	-4.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
25	100030	0	Cash loans	F	N	Y	0	90000.0	225000.0	11074.5	225000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.028663	-19334	-3494	-2419.0	-2893		1	1	0	1	1	0	Cleaning staff	2.0	2	2	SATURDAY	8	0	0	0	0	0	0	Business Entity Type 3	0.5619484093041138	0.6514056365297631	0.4614823912998385	0.0722	0.0147	0.9781	0.7008	0.001	0.0	0.1379	0.1667	0.0417	0.0498	0.0588	0.067	0.0	0.0	0.0735	0.0153	0.9782	0.7125	0.001	0.0	0.1379	0.1667	0.0417	0.0509	0.0643	0.0698	0.0	0.0	0.0729	0.0147	0.9781	0.7048	0.001	0.0	0.1379	0.1667	0.0417	0.0506	0.0599	0.0682	0.0	0.0	reg oper account	block of flats	0.0533	Stone, brick	No	0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
26	100031	1	Cash loans	F	N	Y	0	112500.0	979992.0	27076.5	702000.0	Unaccompanied	Working	Secondary / secondary special	Widow	House / apartment	0.018029	-18724	-2628	-6573.0	-1827		1	1	0	1	0	0	Cooking staff	1.0	3	2	MONDAY	9	0	0	0	0	0	0	Business Entity Type 3		0.5484771599678789	0.190705947811054	0.0165	0.0089	0.9732			0.0	0.069	0.0417		0.0265		0.0094		0.0	0.0168	0.0092	0.9732			0.0	0.069	0.0417		0.0271		0.0083		0.0	0.0167	0.0089	0.9732			0.0	0.069	0.0417		0.027		0.0096		0.0		block of flats	0.0085	Wooden	Yes	10.0	1.0	10.0	0.0	-161.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	2.0
27	100032	0	Cash loans	M	N	Y	1	112500.0	327024.0	23827.5	270000.0	Family	Working	Secondary / secondary special	Married	House / apartment	0.019101	-15948	-1234	-5782.0	-3153		1	1	0	1	0	0	Laborers	3.0	2	2	SATURDAY	10	0	0	0	0	1	1	Industry: type 11		0.5411237022695412	0.6594055320683344																																																2.0	0.0	2.0	0.0	-2.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
28	100033	0	Cash loans	M	Y	Y	0	270000.0	790830.0	57676.5	675000.0	Unaccompanied	State servant	Higher education	Single / not married	House / apartment	0.04622	-9994	-1796	-4668.0	-2661	1.0	1	1	0	1	0	1		1.0	1	1	WEDNESDAY	11	0	1	1	0	0	0	Military	0.6003959050009468	0.6850109901296888	0.524496446363472																																																0.0	0.0	0.0	0.0	-849.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	1.0
29	100034	0	Revolving loans	M	N	Y	0	90000.0	180000.0	9000.0	180000.0	Unaccompanied	Working	Higher education	Single / not married	With parents	0.030755	-10341	-1010	-4799.0	-3015		1	1	0	1	0	0	Laborers	1.0	2	2	TUESDAY	16	0	0	0	0	0	0	Business Entity Type 3	0.2979135090150507	0.5027790378786304		0.1505	0.0838	0.9831	0.7688	0.0188	0.16	0.1379	0.3333	0.375	0.0872	0.121	0.1412	0.0077	0.0061	0.1534	0.087	0.9831	0.7779	0.019	0.1611	0.1379	0.3333	0.375	0.0892	0.1322	0.1471	0.0078	0.0065	0.152	0.0838	0.9831	0.7719	0.0189	0.16	0.1379	0.3333	0.375	0.0887	0.1231	0.1437	0.0078	0.0063	reg oper account	block of flats	0.1227	Panel	No	0.0	0.0	0.0	0.0	-599.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
